SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,10584 SE Liebe St Unit B,Portland,OR,97266,349900,3,1.5,Portland Southeast,851,,2021,24,411,39,Active,,,http://www.redfin.com/OR/Portland/10584-SE-Liebe-St-97266/unit-B/home/176077739,RMLS,21195873,N,Y,45.4863913,-122.5539325
MLS Listing,,Single Family Residential,3333 NE 127th Ave,Portland,OR,97230,559000,3,2.5,ARGAY TERRACE,2839,7840,1959,24,197,,Active,,,http://www.redfin.com/OR/Portland/3333-NE-127th-Ave-97230/home/26517271,RMLS,21169135,N,Y,45.5469892,-122.5324194
MLS Listing,,Condo/Co-op,3328 SW Barbur Blvd #5,Portland,OR,97239,995000,2,2.5,LAIR HILL,2217,,2005,24,449,830,Active,,,http://www.redfin.com/OR/Portland/3328-SW-Barbur-Blvd-97239/unit-5/home/26373140,RMLS,21661199,N,Y,45.4992962,-122.6798946
MLS Listing,,Single Family Residential,737 SE 170th Dr,Portland,OR,97233,399900,3,1,Braecroft,1080,6969,1960,24,370,,Active,,,http://www.redfin.com/OR/Portland/737-SE-170th-Dr-97233/home/26426843,RMLS,21531794,N,Y,45.516935,-122.488729
MLS Listing,,Single Family Residential,11643 SE Flavel St,Portland,OR,97266,435000,3,2.5,PORTNOMAH PARK,1750,3049,1979,24,249,242,Active,,,http://www.redfin.com/OR/Portland/11643-SE-Flavel-St-97266/home/26489939,RMLS,21590046,N,Y,45.4697345,-122.5441485
MLS Listing,,Single Family Residential,4630 SW Hamilton St,Portland,OR,97221,525000,3,1,"Portland West, Raleigh Hills",1127,8712,1948,25,466,,Active,,,http://www.redfin.com/OR/Portland/4630-SW-Hamilton-St-97221/home/25837541,RMLS,21406111,N,Y,45.4904606,-122.7246965
MLS Listing,,Condo/Co-op,1424 N Simpson St #2,Portland,OR,97217,309000,1,1,Overlook,650,,2021,25,475,225,Active,September-5-2021 11:00 AM,September-5-2021 01:00 PM,http://www.redfin.com/OR/Portland/1424-N-Simpson-St-97217/unit-2/home/176074152,RMLS,21155886,N,Y,45.5653566,-122.6814946
MLS Listing,,Condo/Co-op,1424 N Simpson St #12,Portland,OR,97217,329000,1,1,Overlook,651,,2021,25,505,225,Active,September-5-2021 11:00 AM,September-5-2021 01:00 PM,http://www.redfin.com/OR/Portland/1424-N-Simpson-St-97217/unit-12/home/176074085,RMLS,21629079,N,Y,45.5653566,-122.6814946
MLS Listing,,Single Family Residential,317 NW Royal Blvd,Portland,OR,97210,1295000,4,2.5,SYLVAN HIGHLANDS,4710,22215,1964,25,275,,Active,,,http://www.redfin.com/OR/Portland/317-NW-Royal-Blvd-97210/home/25826594,RMLS,21022299,N,Y,45.5243162,-122.7443072
MLS Listing,,Single Family Residential,18810 NE Holladay St,Portland,OR,97230,409900,3,1,NORTH GRESHAM,1088,9147,1957,25,377,,Active,,,http://www.redfin.com/OR/Portland/18810-NE-Holladay-St-97230/home/26509152,RMLS,21001316,N,Y,45.5294419,-122.4696758
MLS Listing,,Single Family Residential,10263 S Daphne Pl,Portland,OR,97219,1899000,5,4.5,DUNTHORPE / RIVERDALE,4894,22215,2004,25,388,,Active,,,http://www.redfin.com/OR/Portland/10263-S-Daphne-Pl-97219/home/26616975,RMLS,21321749,N,Y,45.451014,-122.6649089
MLS Listing,,Single Family Residential,19 NE 148th Ave,Portland,OR,97230,350000,3,1,GLENDOVEER,1018,5227,1955,25,344,,Active,,,http://www.redfin.com/OR/Portland/19-NE-148th-Ave-97230/home/26553958,RMLS,21014547,N,Y,45.5227106,-122.5109332
MLS Listing,,Single Family Residential,3525 SW Council Crest Dr,Portland,OR,97239,895000,4,2,COUNCIL CREST,2753,7405,1942,25,325,,Active,,,http://www.redfin.com/OR/Portland/3525-SW-Council-Crest-Dr-97239/home/26593676,RMLS,21227015,N,Y,45.4971414,-122.7063236
MLS Listing,,Vacant Land,SW Ford Street Dr,Portland,OR,97201,109000,,,"Portland West, Raleigh Hills",,10454,,25,,,Active,,,http://www.redfin.com/OR/PORTLAND/SW-FORD-STREET-DR-97201/home/49684010,RMLS,21524483,N,Y,45.517813,-122.698818
MLS Listing,,Single Family Residential,1051 SW Forest Meadows Way,Lake Oswego,OR,97034,4149000,6,6.5,Forest Highlands,5597,90604,1982,25,741,,Active,,,http://www.redfin.com/OR/Lake-Oswego/1051-Forest-Meadows-Way-97034/home/25922576,RMLS,21698201,N,Y,45.4324933,-122.6861388
MLS Listing,,Single Family Residential,2421 SE 85th Ave,Portland,OR,97216,389900,3,1,Portland Southeast,2120,4791,1929,25,184,,Active,,,http://www.redfin.com/OR/Portland/2421-SE-85th-Ave-97216/home/26304592,RMLS,21621486,N,Y,45.5055111,-122.575914
MLS Listing,,Single Family Residential,3518 NE 70th Ave,Portland,OR,97213,575000,4,1.5,ROSEWAY,2689,4791,1921,25,214,,Active,September-5-2021 01:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/OR/Portland/3518-NE-70th-Ave-97213/home/26505731,RMLS,21033156,N,Y,45.5485176,-122.5909568
MLS Listing,,Single Family Residential,8408 SW Cedarcrest St,Portland,OR,97223,645000,4,3,"Portland West, Raleigh Hills",2352,7405,1959,25,274,,Active,,,http://www.redfin.com/OR/Portland/8408-SW-Cedarcrest-St-97223/home/26727924,RMLS,21045869,N,Y,45.4524895,-122.7628279
MLS Listing,,Single Family Residential,15736 NE Knott St,Portland,OR,97230,495000,3,2.5,Summerplace,2212,5662,1988,25,224,27,Active,,,http://www.redfin.com/OR/Portland/15736-NE-Knott-St-97230/home/26473630,RMLS,21018002,N,Y,45.5404362,-122.5007862
MLS Listing,,Single Family Residential,11022 SE Henderson Dr,Portland,OR,97266,420000,3,2,Portland Southeast,1376,6534,1997,25,305,,Active,,,http://www.redfin.com/OR/Portland/11022-SE-Henderson-Dr-97266/home/26424708,RMLS,21292229,N,Y,45.4694991,-122.5496424
MLS Listing,,Condo/Co-op,1620 NE Broadway St #441,Portland,OR,97232,365000,1,1,Sullivans Gulch,850,,2005,25,429,350,Active,,,http://www.redfin.com/OR/Portland/1620-NE-Broadway-97232/unit-441/home/26604299,RMLS,21112463,N,Y,45.5348668,-122.6490388
MLS Listing,,Single Family Residential,3115 SW 36th Ave,Portland,OR,97221,255000,1,1,WEST HILLS,1460,4791,1925,26,175,,Active,,,http://www.redfin.com/OR/Portland/3115-SW-36th-Ave-97221/home/25829633,RMLS,21482871,N,Y,45.5005176,-122.7143322
MLS Listing,,Multi-Family (2-4 Unit),9303 SE Gladstone St,Portland,OR,97266,449000,4,3,Portland Southeast,1860,,1996,26,241,,Active,,,http://www.redfin.com/OR/Portland/9303-SE-Gladstone-St-97266/home/26509698,RMLS,21151359,N,Y,45.4927163,-122.567456
MLS Listing,,Single Family Residential,1261 SW Underhill Rd,Portland,OR,97219,2850000,5,6,DUNTHORPE,6136,46609,2004,26,464,,Active,September-5-2021 11:00 AM,September-5-2021 02:00 PM,http://www.redfin.com/OR/Portland/1261-SW-Underhill-Rd-97219/home/25750336,RMLS,21050951,N,Y,45.430602,-122.6638948
MLS Listing,,Single Family Residential,2742 NW Birkendene St,Portland,OR,97229,945000,4,2.5,FOREST SUMMIT,2978,13068,2002,26,317,,Active,,,http://www.redfin.com/OR/Portland/2742-NW-Birkendene-St-97229/home/26535805,RMLS,21561009,N,Y,45.5421849,-122.7666991
MLS Listing,,Single Family Residential,3826 NE Couch St,Portland,OR,97232,900000,4,3,LAURELHURST,3400,4791,1927,26,265,,Active,,,http://www.redfin.com/OR/Portland/3826-NE-Couch-St-97232/home/26315457,RMLS,21408764,N,Y,45.5240271,-122.6234655
MLS Listing,,Condo/Co-op,3970 N Interstate Ave #402,Portland,OR,97227,419000,2,2,OVERLOOK,1409,,2008,26,297,464,Active,,,http://www.redfin.com/OR/Portland/3970-N-Interstate-Ave-97227/unit-402/home/25781112,RMLS,21347567,N,Y,45.5518193,-122.6806174
MLS Listing,,Single Family Residential,2526 NW Rhodes Ln,Portland,OR,97229,688888,3,2.5,FOREST HEIGHTS,1849,6098,2000,26,373,85,Active,,,http://www.redfin.com/OR/Portland/2526-NW-Rhodes-Ln-97229/home/26553106,RMLS,21304477,N,Y,45.5413616,-122.7761616
MLS Listing,,Single Family Residential,2758 SW Fairmount Blvd,Portland,OR,97239,1100000,4,2.5,Council Crest/ Fairmount Loop,3421,28314,2004,26,322,,Active,,,http://www.redfin.com/OR/Portland/2758-SW-Fairmount-Blvd-97239/home/25849768,RMLS,21178981,N,Y,45.498489,-122.7017415
MLS Listing,,Single Family Residential,1716 S Corbett Hill Cir,Portland,OR,97219,2098000,3,4.5,"Portland West, Raleigh Hills",4796,27878,1985,26,437,179,Active,,,http://www.redfin.com/OR/Portland/1716-S-Corbett-Hill-Cir-97219/home/26408356,RMLS,21174156,N,Y,45.4386055,-122.6617028
MLS Listing,,Single Family Residential,2119 NE 122nd Ave,Portland,OR,97230,395000,3,1,Portland Northeast,969,7405,1954,27,408,,Active,,,http://www.redfin.com/OR/Portland/2119-NE-122nd-Ave-97230/home/25793863,RMLS,21282374,N,Y,45.5378619,-122.5379524
MLS Listing,,Single Family Residential,2075 SW Mayfield Ave,Portland,OR,97225,950000,4,2.5,"Portland West, Raleigh Hills",2928,24393,1974,27,324,,Active,,,http://www.redfin.com/OR/Portland/2075-SW-Mayfield-Ave-97225/home/26666334,RMLS,21157085,N,Y,45.5052622,-122.7934885
MLS Listing,,Single Family Residential,3128 NE 60th Ave,Portland,OR,97213,639900,3,2.5,Portland Northeast,3420,4791,1922,27,187,,Active,,,http://www.redfin.com/OR/Portland/3128-NE-60th-Ave-97213/home/26504001,RMLS,21058352,N,Y,45.5457936,-122.6011498
MLS Listing,,Single Family Residential,11023 NE Glisan St,Portland,OR,97220,409900,3,2,Portland Northeast,1035,4791,1949,28,396,,Active,,,http://www.redfin.com/OR/Portland/11023-NE-Glisan-St-97220/home/26581568,RMLS,21688846,N,Y,45.5264834,-122.5490635
MLS Listing,,Single Family Residential,416 NE Going St,Portland,OR,97211,470000,2,1,Portland Northeast,1500,3049,1925,28,313,,Active,,,http://www.redfin.com/OR/Portland/416-NE-Going-St-97211/home/26530233,RMLS,21656257,N,Y,45.5562094,-122.6610858
MLS Listing,,Single Family Residential,14117 SE Jennie Ln,Milwaukie,OR,97267,629000,3,2,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1740,8276,2021,28,361,,Active,September-5-2021 01:00 PM,September-5-2021 03:30 PM,http://www.redfin.com/OR/MILWAUKIE/14117-SE-JENNIE-LN-97267/home/173930327,RMLS,21532972,N,Y,45.42088,-122.625079
MLS Listing,,Single Family Residential,3 SE Ridgecrest Ct,Happy Valley,OR,97086,3250000,6,4,RIDGEVIEW ESTATES,5000,320601,2021,28,650,,Active,,,http://www.redfin.com/OR/Happy-Valley/3-SE-Ridgecrest-Ct-97086/home/170658406,RMLS,21253647,N,Y,45.454878,-122.537359
MLS Listing,,Single Family Residential,1 SE Ridgecrest Ct,Happy Valley,OR,97086,1890000,5,3,Ridgeview Estates,3800,28314,2021,28,497,,Active,,,http://www.redfin.com/OR/Happy-Valley/1-SE-Ridgecrest-Ct-97086/home/170658609,RMLS,21059478,N,Y,45.454414,-122.535738
MLS Listing,,Condo/Co-op,1926 W Burnside St #1510,Portland,OR,97209,305000,1,1,NW DISTRICT / THE CIVIC,720,,2006,28,424,332,Active,,,http://www.redfin.com/OR/Portland/1926-W-Burnside-St-97209/unit-1510/home/25742852,RMLS,21435569,N,Y,45.5225398,-122.6905683
MLS Listing,,Single Family Residential,2 SE Ridgecrest Ct,Happy Valley,OR,97086,1890000,5,3,Ridgeview Estates,4000,94089,2021,28,473,,Active,,,http://www.redfin.com/OR/Happy-Valley/2-SE-Ridgecrest-Ct-97086/home/170658538,RMLS,21536425,N,Y,45.454414,-122.535738
MLS Listing,,Single Family Residential,7711 N Westanna,Portland,OR,97203,449500,2,1,Portland North,864,,1951,28,520,,Active,,,http://www.redfin.com/OR/Portland/7711-N-Westanna-Ave-97203/home/26364686,RMLS,21008399,N,Y,45.586566,-122.7320369
MLS Listing,,Single Family Residential,16181 NW Canterwood Way,Portland,OR,97229,875000,2,2.5,CLAREMONT,2619,6534,1995,28,334,93,Active,,,http://www.redfin.com/OR/Portland/16181-NW-Canterwood-Way-97229/home/25784775,RMLS,21036295,N,Y,45.5512601,-122.8455733
MLS Listing,,Single Family Residential,4022 N Attu St N,Portland,OR,97203,399999,3,1,Portland North,912,4791,1981,28,439,,Active,,,http://www.redfin.com/OR/Portland/4022-N-Attu-St-97203/home/26558864,RMLS,21259254,N,Y,45.5898398,-122.708512
MLS Listing,,Single Family Residential,7925 SE Cesar E Chavez Blvd,Portland,OR,97202,929900,4,2.5,Portland Southeast,2414,3049,2021,29,385,,Active,,,http://www.redfin.com/OR/Portland/7925-SE-Cesar-Estrada-Chavez-Blvd-97202/home/26534977,RMLS,21643939,N,Y,45.466103,-122.622773
MLS Listing,,Single Family Residential,3772 SE Lincoln St,Portland,OR,97214,475000,2,1,Portland Southeast,2242,3920,1911,29,212,,Active,,,http://www.redfin.com/OR/Portland/3772-SE-Lincoln-St-97214/home/26476573,RMLS,21578745,N,Y,45.5079046,-122.6242012
MLS Listing,,Single Family Residential,4510 NW Ashbrook Dr Lot 200,Portland,OR,97229,949950,5,3,THOMPSON WOODS - WHH,2971,5662,2021,29,320,87,Active,,,http://www.redfin.com/OR/Portland/4510-NW-Ashbrook-Dr-97229/unit-200/home/176027757,RMLS,21273108,N,Y,45.552115,-122.8047885
MLS Listing,,Single Family Residential,9650 SW Washington St,Portland,OR,97225,689000,4,3,"Portland West, Raleigh Hills",2725,8276,1978,29,253,,Active,,,http://www.redfin.com/OR/Portland/9650-SW-Washington-St-97225/home/26637002,RMLS,21524316,N,Y,45.5181955,-122.7771404
MLS Listing,,Other,1533 N Jantzen Ave,Portland,OR,97217,259000,2,2,Portland North,1368,,1984,29,189,400,Active,,,http://www.redfin.com/OR/Portland/1533-N-Jantzen-Ave-97217/unit-1533/home/167101391,RMLS,21284265,N,Y,45.6098371,-122.6821789
MLS Listing,,Condo/Co-op,736 SE 16th Ave,Portland,OR,97214,275000,2,1,Buckman,714,,1977,29,385,327,Active,,,http://www.redfin.com/OR/Portland/736-SE-16th-Ave-97214/home/26618809,RMLS,21670352,N,Y,45.5173785,-122.6492211
MLS Listing,,Single Family Residential,3625 SW 60th Pl,Portland,OR,97221,1300000,4,3.5,Raleigh Ridge Estates,4689,12632,1991,29,277,25,Active,,,http://www.redfin.com/OR/Portland/3625-SW-60th-Pl-97221/home/26575320,RMLS,21191160,N,Y,45.4967881,-122.740106
MLS Listing,,Single Family Residential,10706 NE Beech St,Portland,OR,97220,424900,4,1,Parkrose,1496,8712,1947,29,284,,Active,,,http://www.redfin.com/OR/Portland/10706-NE-Beech-St-97220/home/26552015,RMLS,21466385,N,Y,45.5496832,-122.5525655
MLS Listing,,Condo/Co-op,910 SE 42nd Ave #360,Portland,OR,97215,337500,1,1,BELMONT / MT TABOR,681,,2006,29,496,326,Active,,,http://www.redfin.com/OR/Portland/910-SE-42nd-Ave-97215/unit-360/home/26445073,RMLS,21443313,N,Y,45.5163808,-122.6192578
MLS Listing,,Single Family Residential,6727 SE 65th Ave,Portland,OR,97206,509000,5,3,BRENTWOOD - DARLINGTON,2080,5227,1975,29,245,,Active,,,http://www.redfin.com/OR/Portland/6727-SE-65th-Ave-97206/home/26552630,RMLS,21228352,N,Y,45.4738551,-122.5965008
MLS Listing,,Single Family Residential,16709 NW Trillium (lot 118) St,Portland,OR,97229,949950,4,3,HIGHLANDS AT NORTH BETHANY,2829,,2022,29,336,84,Active,,,http://www.redfin.com/OR/Portland/16709-NW-Trillium-St-97229/home/170144427,RMLS,21391578,N,Y,45.575858,-122.849014
MLS Listing,,Vacant Land,7207 NE 13th Ave,Portland,OR,97211,259900,,,Portland Northeast,,4791,,29,,,Active,,,http://www.redfin.com/OR/Portland/7207-NE-13th-Ave-97211/home/26479789,RMLS,21462370,N,Y,45.5751116,-122.6520295
MLS Listing,,Single Family Residential,443 NE Thompson St,Portland,OR,97212,829950,5,2.5,Portland Northeast,2693,3920,1905,29,308,,Active,,,http://www.redfin.com/OR/Portland/443-NE-Thompson-St-97212/home/26643285,RMLS,21189459,N,Y,45.5389376,-122.6605803
MLS Listing,,Condo/Co-op,2221 SW 1st Ave #1421,Portland,OR,97201,399000,2,2,DOWNTOWN PORTLAND,1267,,1973,29,315,653,Active,,,http://www.redfin.com/OR/Portland/2221-SW-1st-Ave-97201/unit-1421/home/26358737,RMLS,21567307,N,Y,45.5064918,-122.6797601
MLS Listing,,Single Family Residential,6631 N Smith Ct,Portland,OR,97203,500000,4,2,ST JOHNS,1536,7840,1963,29,326,,Active,,,http://www.redfin.com/OR/Portland/6631-N-Smith-Ct-97203/home/26297496,RMLS,21642206,N,Y,45.5901038,-122.7328162
MLS Listing,,Single Family Residential,6424 SE 122nd Ave,Portland,OR,97236,485000,2,2,Portland Southeast,2354,7840,1946,29,206,,Active,,,http://www.redfin.com/OR/Portland/6424-SE-122nd-Ave-97236/home/176021016,RMLS,21090702,N,Y,45.4761293,-122.5367385
MLS Listing,,Single Family Residential,2534 NE 50th Ave,Portland,OR,97213,1049000,6,5,Portland Northeast,3168,5227,1910,29,331,,Active,,,http://www.redfin.com/OR/Portland/2534-NE-50th-Ave-97213/home/26640669,RMLS,21574179,N,Y,45.541113,-122.6116742
MLS Listing,,Single Family Residential,10327 NE Shaver St,Portland,OR,97220,1300000,6,3,PARKROSE,4840,48787,1955,29,269,,Active,,,http://www.redfin.com/OR/Portland/10327-NE-Shaver-St-97220/home/26365221,RMLS,21079682,N,Y,45.552036,-122.5561366
MLS Listing,,Condo/Co-op,2115 SE 148th Pl,Portland,OR,97233,200000,2,2,LAISSEZ FAIRE ESTATES,1006,,1970,29,199,374,Active,,,http://www.redfin.com/OR/Portland/2115-SE-148th-Pl-97233/home/26625000,RMLS,21297103,N,Y,45.5066707,-122.5104541
MLS Listing,,Single Family Residential,1344 SE Miller St,Portland,OR,97202,799999,3,2,Portland Southeast,2100,3484,1906,29,381,,Active,,,http://www.redfin.com/OR/Portland/1344-SE-Miller-St-97202/home/26491620,RMLS,21355213,N,Y,45.4662777,-122.6519807
MLS Listing,,Single Family Residential,411 SE 55th Ave,Portland,OR,97215,550000,3,1,MT TABOR,1702,8276,1951,29,323,,Active,,,http://www.redfin.com/OR/Portland/411-SE-55th-Ave-97215/home/26583253,RMLS,21534892,N,Y,45.5197556,-122.6077955
MLS Listing,,Single Family Residential,1203 NE Webster St,Portland,OR,97211,550000,3,2,ALBERTA ARTS,2352,4356,1906,29,234,,Active,September-4-2021 12:00 PM,September-4-2021 02:00 PM,http://www.redfin.com/OR/Portland/1203-NE-Webster-St-97211/home/25837516,RMLS,21670134,N,Y,45.5601731,-122.6534641
MLS Listing,,Single Family Residential,2852 SW 64th Pl,Portland,OR,97225,1395000,5,3.5,"Portland West, Raleigh Hills",6015,20473,2003,29,232,,Active,,,http://www.redfin.com/OR/Portland/2852-SW-64th-Pl-97225/home/26405476,RMLS,21576189,N,Y,45.5036429,-122.7428179
MLS Listing,,Condo/Co-op,2585 SE 13th Ave,Portland,OR,97202,599950,2,2.5,HOSFORD-ABERNETHY,1318,,2021,29,455,175,Active,,,http://www.redfin.com/OR/Portland/2585-SE-13th-Ave-97202/home/176014867,RMLS,21128477,N,Y,45.5042107,-122.6529752
MLS Listing,,Condo/Co-op,11830 NW Holly Springs Ln #206,Portland,OR,97229,327000,2,2,NW Washington Co or Sauvie Island,939,,2012,29,348,236,Active,,,http://www.redfin.com/OR/Portland/11830-NW-Holly-Springs-Ln-97229/unit-206/home/40425372,RMLS,21176366,N,Y,45.5239329,-122.7998576
MLS Listing,,Townhouse,11839 SE Schiller St,Portland,OR,97266,455000,4,2,POWELLHURST - GILBERT,1862,2613,2009,29,244,,Active,September-5-2021 12:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/OR/Portland/11839-SE-Schiller-St-97266/home/25803657,RMLS,21095311,N,Y,45.4876395,-122.5410123
MLS Listing,,Single Family Residential,4103 NE 105th Ave,Portland,OR,97220,749900,3,2.5,Portland Northeast,2669,10018,2008,29,281,,Active,,,http://www.redfin.com/OR/Portland/4103-NE-105th-Ave-97220/home/25821814,RMLS,21443091,N,Y,45.5526038,-122.5555163
MLS Listing,,Single Family Residential,6018 SW 33rd Pl,Portland,OR,97239,777000,4,3.5,"Portland West, Raleigh Hills",3066,6969,1997,29,253,,Active,,,http://www.redfin.com/OR/Portland/6018-SW-33rd-Pl-97239/home/26517809,RMLS,21257080,N,Y,45.4804898,-122.7111034
MLS Listing,,Single Family Residential,2705 NE 122nd Ave,Portland,OR,97230,385000,3,2,PARKROSE,1040,7405,1956,29,370,,Active,,,http://www.redfin.com/OR/Portland/2705-NE-122nd-Ave-97230/home/26525642,RMLS,21452518,N,Y,45.5418227,-122.5379293
MLS Listing,,Condo/Co-op,4320 N Michigan Ave,Portland,OR,97217,539500,3,3.5,MISSISSIPPI,1613,,2018,30,334,162,Active,,,http://www.redfin.com/OR/Portland/4320-N-Michigan-Ave-97217/home/170025451,RMLS,21500628,N,Y,45.5548009,-122.6763856
MLS Listing,,Single Family Residential,1623 SE Ash St,Portland,OR,97214,724990,4,2.5,Portland Southeast,2628,2178,1903,30,276,,Active,,,http://www.redfin.com/OR/Portland/1623-SE-Ash-St-97214/home/26413357,RMLS,21305900,N,Y,45.5216502,-122.6489853
MLS Listing,,Condo/Co-op,1540 SE Martins St Unit H,Portland,OR,97202,509000,2,2.5,SELLWOOD / WEST MORELAND,1401,,2009,30,363,396,Active,,,http://www.redfin.com/OR/Portland/1540-SE-Martins-St-97202/unit-H/home/25840840,RMLS,21155794,N,Y,45.4784723,-122.6496195
MLS Listing,,Condo/Co-op,3601 SW River Pkwy #1704,Portland,OR,97239,369000,1,1,"JOHN ROSS, SOUTH WATERFRONT",782,,2006,30,472,441,Active,,,http://www.redfin.com/OR/Portland/3601-S-River-Pkwy-97239/unit-1704/home/26373876,RMLS,21135633,N,Y,45.4968883,-122.6699692
MLS Listing,,Condo/Co-op,2566 NW Marshall St Unit A2,Portland,OR,97210,499900,1,1,"Portland West, Raleigh Hills",964,,1910,30,519,469,Active,,,http://www.redfin.com/OR/Portland/2566-NW-Marshall-St-97210/unit-A2/home/26471872,RMLS,21489056,N,Y,45.5303198,-122.7041808
MLS Listing,,Single Family Residential,48 Spinosa,Lake Oswego,OR,97035,799900,4,3.5,"Lake Oswego, West Linn",2848,5662,1985,30,281,,Active,,,http://www.redfin.com/OR/Lake-Oswego/48-Spinosa-97035/home/26605235,RMLS,21416076,N,Y,45.4336881,-122.7302755
MLS Listing,,Single Family Residential,5735 NE 33rd Ave,Portland,OR,97211,565000,2,1.5,Portland Northeast,1470,4791,1940,30,384,,Active,,,http://www.redfin.com/OR/Portland/5735-NE-33rd-Ave-97211/home/26312649,RMLS,21235772,N,Y,45.5643016,-122.6309396
MLS Listing,,Condo/Co-op,2254 SE 171st Ave,Portland,OR,97233,389500,3,2.5,Portland Southeast,1735,,2009,30,224,,Active,,,http://www.redfin.com/OR/Portland/2254-SE-171st-Ave-97233/home/26657133,RMLS,21150157,N,Y,45.5064679,-122.4863588
MLS Listing,,Condo/Co-op,2268 NW Kearney St,Portland,OR,97210,1095000,3,3,"Portland West, Raleigh Hills",2707,,1907,30,405,,Active,,,http://www.redfin.com/OR/Portland/2268-NW-Kearney-St-97210/home/144738479,RMLS,21328773,N,Y,45.5289216,-122.6979669
MLS Listing,,Single Family Residential,1305 SW Myrtle Ct,Portland,OR,97201,9495000,3,3.5,"PORTLAND HEIGHTS, WEST HILLS",7581,15681,2001,30,1252,,Active,,,http://www.redfin.com/OR/Portland/1305-SW-Myrtle-Ct-97201/home/26399434,RMLS,21254396,N,Y,45.5097431,-122.6902308
MLS Listing,,Condo/Co-op,1830 NW Riverscape St #805,Portland,OR,97209,1665000,2,2.5,"Portland West, Raleigh Hills",2687,,2008,30,620,1433,Active,,,http://www.redfin.com/OR/Portland/1830-NW-Riverscape-St-97209/unit-805/home/26454877,RMLS,21035355,N,Y,45.5392281,-122.6892312
